id,c_id,course_name,class_name,dep_id,semesters,AP,DC,CC,NCAA,max_takes,public,description
63,1092,Creative Writing,,3,1,0,0,0,1,1,1,"<b><u>No academic writing allowed!</u></b> This creative writing course teaches the student how to kick-start the creative writing process, tap into one's <b><u>imagination</u></b>, draw from everyday experiences and memories, give structure to one's writing, and use character and dialogue. Students will work alone and with other students, will learn to focus their talent, skills, and energy, and will learn to critique their own work. Students will learn how to pen different types of creative writing such as <b><u>vignettes, fractured fairy tales, mystery, comedy sketches, parodies, satires, poetry (including SLAM! poetry) , nonfiction poetry, play scripts, historical fiction, and diary entries</u></b>. <a href='https://animoto.com/play/VkCVzP6lnUDNUCQTG742uA'>Check out this animoto link for details!</a>"
64,1012,English New Language,,3,1,0,0,0,0,6,1,"English as a New Language provides non-native English speaking students with instruction in English which would improve their proficiency in listening, speaking, reading, and writing in academic English. Emphasis is placed on helping students function within the general education setting and within an English-speaking society. These courses are required for students who test into the ENL program through English proficiency testing (WIDA)."
65,7139,Principles of Broadcasting,,3,2,0,0,0,0,1,1,"Students in this course will be introduced to the FC Media program's technology and facility. They will get hands-on experience in the sound studios, radio studios and television studio, which includes multiple video cameras and sets (news desk and green screen wall). Students will be introduced to the Adobe Suite of digital media design software such as Premiere, Audition, Photoshop and After Effects. Students will receive instruction covering both audio and video production and design and will learn skills and techniques of the media industry, including audio/video editing, broadcast journalism, podcasting and radio and television hosting, reporting and anchoring. <a href='https://drive.google.com/file/d/1hkLnP49cK98bO7qfhpJx49Ty0OLj4I0E/view'>Watch this video for a course overview!</a>"
66,7306,Audio/Visual Production Essentials,,3,2,0,0,0,0,1,1,"Audio and Video Production Essentials provides an in-depth study on audio and video production techniques for radio, television, and digital technologies.  Students will learn skills necessary for audio production and on-air work used in radio and other digital formats.  Additionally, experience will be gained in the development of the video production process; including skills in message development, directing, camera, video switcher, and character generator operations."
67,7308,Dual Credit Radio and TV Broadcasting Capstone,,3,2,0,1,1,0,1,1,"This course will cover a variety of domains further building on skills in video production, and broadcast industry practices specific to radio, television, and digital media.  Attention will be given to cross-industry synergies, emerging technologies, and the global market for media.  Students are highly encouraged to do a video newscast or radio practicum to gain real world experience.  In most cases this practicum may be completed through a school-based enterprise."
68,4576,Arts/AV Tech Communications,,3,2,0,0,0,0,1,1,"An extended learning experience designed to address the advancement and specialization of careers within the career cluster through the provision of a specialized course for a specific workforce need in the school's region. The learning experience is designed to give the student the opportunity to learn and practice technical skills while working under the direction of the appropriately licensed professional. Students will focus on learning about employment opportunities and obtaining the knowledge, skills and attitudes essential for success in specific occupations. Course standards and curriculum must be tailored to the specific profession, preparing students to advance in this career field, and where applicable, provide students with opportunities for certification or dual credit. Participation in a related CTSO encourages the development of leadership, communication and career related skills, and opportunities for community service."
69,1082,Library Media,,3,1,0,0,0,0,1,1,"Library Media provides instruction and practice in using procedures based upon <b><u>library science and information science theory</u></b>. Emphasis is placed on the knowledge of specific organizational systems, standardized records, and database research. <b><u>Creativity is encouraged for the use of book promotion</u></b>."
70,0530/LI,Library Internship,,13,1,0,0,0,0,6,1,This course is a continuation of Library Media within the framework of the Career Exploration Internship course (found on the Multidisciplinary tile of the Course Offerings page). 
71,5394,Preparing for College and Careers,,4,1,0,0,0,0,1,1,"<em>Do you know what you want to do after graduation? If not, you will have a better understanding of how to find out while taking this course.</em><br>Preparing for College and Careers addresses the knowledge, skills, and behaviors all students need to be prepared for success in college, career, and life. The focus of the course is the impact of today's choices on tomorrow's possibilities. Topics to be addressed include twenty-first-century life and career skills; higher-order thinking, communication, leadership, and management processes; exploration of personal aptitudes, interests, values, and goals; examining multiple life roles and responsibilities as individuals and family members; planning and building employability skills; transferring school skills to life and work; and managing personal resources. This course includes reviewing the 16 national career clusters and Indiana's College and Career Pathways, in-depth investigation of one or more pathways, reviewing graduation plans, developing career plans, and developing personal and career portfolios. A project-based approach, including computer and technology applications, cooperative ventures between school and community, simulations, and real-life experiences, is recommended."
72,5350,Intro to Housing and Interior Design,,4,1,0,0,0,0,1,1,"<em>Do you enjoy watching remodeling shows on tv? Do you want to learn about housing? If so, then this course is for you.</em><br>This course addresses the selection and planning of designed spaces to meet the needs, wants, values, and lifestyles of individuals, families, clients, and communities. Housing decisions, resources, and options will be explored including factors affecting housing choices and the types of housing available. Developmental influences on housing and interior environments will also be considered. Basic historical architectural styling and basic furniture styles will be explored as well as basic identification of the elements and principles of design. Design and space planning involves evaluating floor plans and reading construction documents while learning to create safe, functional, and aesthetic spaces. Presentation techniques will be practiced to thoroughly communicate design ideas. Visual arts concepts including aesthetics, criticism, history and production, are addressed. <em>*This course counts toward the <b>Fine Arts credit</b> requirement for the Core 40 with <b>Academic Honors</b> diploma.</em>"
73,3524,Introduction to Public Service,,4,1,0,0,0,0,1,1,"Introduction to Public Service introduces students to the many ways people serve their communities and country through both military and civilian roles.  The course explores U.S. public service history, military traditions, and the importance of ethical decision-making, leadership, and teamwork.  Students will also examine career opportunities in fields such as government, public safety, and the military, while gaining the knowledge and skills to consider their own path in public service and the impact they can make. "
74,7173,Principles of Culinary Arts and Hospitality,,4,2,0,0,0,0,1,1,"<em>Do you enjoy watching cooking shows on tv? Do you want to learn how to cook? If so, then this course is for you.  Culinary Arts & Hospitality focuses on the art of hospitality through food preparation skills and an understanding of the tourism and hospitality industry.</em><br>Principles of Culinary and Hospitality is designed to develop an understanding of the hospitality industry and career opportunities, and responsibilities in the food service and lodging industry. Introduces procedures for decision making which affects operation management, products, labor, and revenue. Additionally, students will learn the fundamentals of food preparation, basic principles of sanitation, service procedures, and safety practices in the food service industry including proper operation techniques for equipment."
75,7171,Nutrition,,4,2,0,0,0,0,1,1,"Nutrition students will learn the characteristics, functions, and food sources of the major nutrient groups and how to maximize nutrient retention in food preparation and storage. Students will be made aware of nutrient needs throughout the life cycle and apply those principles to menu planning and food preparation. This course will engage students in hands-on learning of nutritional concepts such as preparing nutrient-dense meals or examining the nutritional needs of student-athletes.<br>This course focuses primarily on nutrition concepts and includes minimal cooking or hands-on food preparation."
76,7169,Culinary Arts,,4,2,0,0,0,0,1,1,"Culinary Arts teaches students how to prepare the four major stocks, the five mother sauces (in addition to smaller sauces) and various soups. Additional emphasis is placed on the further development of the classical cooking methods. This course will also present the fundamentals of baking science including terminology, ingredients, weights and measures, and proper use and care of equipment. Students will produce yeast goods, pies, cakes, cookies, and quick breads."
77,7160,Principles of Early Childhood Education,,4,2,0,0,0,0,1,1,"<em>Do you enjoy working with infants or toddlers?  Do you enjoy teaching?  Do you enjoy leadership?  Yes?  See you in Principles of  ECE!</em><br>This course provides students with an overview of skills and strategies necessary to successfully complete a certificate. Additionally, it provides an overview of the history, theory, and foundations of early childhood education as well as exposure to types of programs, curricula and services available to young children. This course also examines basic principles of child development, Developmentally Appropriate Practices (DAP), importance of family, licensing, and elements of quality care of young children with an emphasis on the learning environment related to health, safety, and nutrition. <br>This is a prerequisite for Early Childhood Education Curriculum & Guidance. This course is for students who are interested in pursuing careers that work with young children such as education, psychology, pediatrics, nursing or counseling. In this class, students will study the physical, social, emotional, and intellectual development of children ages newborn to eight years old. Additional topics covered include parenting, pregnancy, brain development, guidance and discipline, child abuse, children's literature, health and wellness and careers in early childhood."
78,7158,Early Childhood Education Curriculum ,,4,2,0,0,0,0,1,1,"Early Childhood Education Curriculum examines developmentally appropriate environments and activities in various childcare settings while exploring the varying developmental levels and cultural backgrounds of children. Students will be required to complete observations and field experiences with children as related to this course.<br>This course covers working with children from birth to 8 years (3rd grade) and provides the foundations to early childhood education and other child-related careers. The course provides exposure to various types of programs such as K-3 elementary education, developmental preschool (ages 3-5), different day care and community-based early childhood programs.  <br>Junior and Seniors with a C- or better in the class will be afforded the opportunity to participate in an Elementary School or Early Childhood classroom during Block Days.  Students will plan, develop and implement lessons, assist classroom teachers in daily responsibilities, create learning games and prop boxes, explore children's literature and storytelling, and complete an observation project on the developmental milestones of a child."
79,7159,Early Childhood Education Guidance,,4,2,0,0,0,0,1,1,"This course allows students to analyze developmentally appropriate guidance, theory and implementation for various early care and education settings. It also provides a basic understanding of the anti-bias/multicultural emphasis in the field of early childhood. Students will be required to complete observations and field experiences with children as related to this course. <br>This course covers working with children from birth to 8 years (3rd grade) and provides the foundations to early childhood education and other child-related careers. The course provides exposure to various types of programs such as K-3 elementary education, developmental preschool (ages 3-5), different day care and community-based early childhood programs.  <br>Junior and Seniors with a C- or better in the class will be afforded the opportunity to participate in an Elementary School or Early Childhood classroom during Block Days.  Students will plan, develop and implement lessons, assist classroom teachers in daily responsibilities, create learning games and prop boxes, explore children's literature and storytelling, and complete an observation project on the developmental milestones of a child."
80,7161/CC,Principles of Teaching,,4,2,0,1,0,0,1,1,"<em>Love learning? Love sharing what you know?  Want to know more...perhaps a course in education is the first step towards a career in teaching.</em><br>This course provides a general introduction to the field of teaching. Students will explore educational careers, teaching preparation, and professional expectations as well as requirements for teacher certification. Current trends and issues in education will be examined. "
81,7157/CC,Child and Adolescent Development,,4,2,0,0,0,0,1,1,"Child and Adolescent Development examines the physical, social, emotional, cognitive, and moral development of the child from birth through adolescence with a focus on the middle years through adolescence. Basic theories of child development, biological and environmental foundations of development, and the study of children through observation and interviewing techniques are explored. The influence of parents, peers, the school environment, culture and the media are discussed. "
82,7162/CC,Teaching and Learning,,4,2,0,1,0,0,1,1,"Teaching and Learning provides students the opportunity to apply many of the concepts that they have learned throughout the Education Professions pathway. In addition to a focus on best practices, this course will provide an introduction to the role that technology plays in the modern classroom. Through hands-on experience with educational software, utility packages, and commonly used microcomputer hardware, students will analyze ways to integrate technology as a tool for instruction, evaluation, and management. As the course progresses, students will be required to go out into different schools in the township to serve as 'student teachers' and apply what they have learned from class.<br>An observation experience of 20 hours may be required for completion of this course.  There is a Code of Ethics that students must adhere to in order to be allowed to go out from our building: <a href='https://docs.google.com/document/d/1nQHizDqQnxsEw0CQP6weL7UM6I5ZzN-8ahZAjUfYo7g/view?tab=t.0'>Code of Ethics</a>"
83,7301,Principles of Fashion and Textiles,,4,2,0,0,0,0,1,1,"<em>Are you interested in owning your own business, such as running an online store or fashion boutique?  Do you find yourself fascinated by fashion, the fashion industry, marketing?  Do you watch Project Runway, Fashion Television or read Vogue?  If so, you have already begun the exciting journey of Fashion & Textiles Careers.</em><br>Principles of Fashion and Textiles prepares students for occupations and higher education programs of study related to the entire spectrum of careers in the fashion industry. This course builds a foundation that prepares students for all aspects of the fashion creation process. Major topics include: Basic clothing industry careers, construction techniques, pattern alterations, and use of commercial patterns.<br><a href='https://drive.google.com/file/d/1qY8J6GCGPyZ5H9B0mEB56epnt0uTwnPm/view'>Fashion & Textiles Pathway Advertisement</a>"
84,7302,"Textiles, Apparel, and Merchandising",,4,2,0,0,0,0,1,1,"Textiles, Apparel, and Merchandising provides a comprehensive overview of the textiles, apparel and merchandising industry specific to fashion related goods including the nature of fashion, raw materials and production, designers, retailers, and supporting services.  Students learn industry skills and principles to increase employability and provide students with foundational skills for college or careers. Students will be able to demonstrate proficiency in the construction, alteration, and mending of garments. Students will understand the various aspects of the fashion and textile industry. Additionally, students will demonstrate mastery in the merchandising of bands and products by developing their own concepts and items.  Major topics include customer service and supply chain.<br><a href='https://drive.google.com/file/d/1qY8J6GCGPyZ5H9B0mEB56epnt0uTwnPm/view'>Fashion & Textiles Pathway Advertisement</a>"
85,7303,Advanced Textiles,,4,2,0,0,0,0,1,1,"Advanced Textiles will focus on the study of textiles concerning fiber, yarn, fabric construction, and finishes which affect the selection, use, and care of textiles. Students expand knowledge of textile production, finish, and care through in-depth study of textiles, exposure to industry, and individual, hands-on projects. Students will focus on connecting the right fabric for the right purpose, investigate fabric treatments and processes, design their own fabric, and even practice weaving techniques. Along with those principles, students will also practice appropriate care for individual fabrics.  Major topics include:  steps of production, dying finishes, and the differences between ready-to-wear, runway, and haute couture.<br><a href='https://drive.google.com/file/d/1qY8J6GCGPyZ5H9B0mEB56epnt0uTwnPm/view'>Fashion & Textiles Pathway Advertisement</a>"
86,7176,Principles of Human Services,,4,2,0,0,0,0,1,1,"<em>If you have an interest in Human Development and living a life to its fullest, you will love Human Services.</em><br>Principles of Human Services explores the history of human services, career opportunities, and the role of the human service worker. Focuses on target populations and community agencies designed to meet the needs of various populations. This course will encourage cultural awareness and appreciation of diversity. Focuses on cultural variations in attitudes, values, language, gestures, and customs. Includes information about major racial and ethnic groups in the United States."
87,7276,Fundamentals of Human Services,,4,2,0,0,0,0,1,1,"Fundamentals of Human Services examines key elements of effective delivery of human services. Topics of discussion include personal values, helping relationships, the impact of diversity, theories of helping, communication, problem-solving processes, crisis situations, abuse, and professional ethics. This course also provides training for identifying characteristics of a crisis and basic crisis intervention skills. Students will evaluate their own personal strengths and limitations and discuss the importance of professional development for the human services social worker."
88,7278,Community Health Worker,,4,2,0,0,0,0,1,1,"Community Health Worker explores care coordination, case management, coaching, cultural competencies, Human Services Code of Ethics, professional development, and employment opportunities for community health workers and case managers. Examines background knowledge of the field of intellectual and developmental disabilities and issues pertaining to community social services. Presents practical and useful information regarding service availability and community resources for individuals and families living with disabilities. "
89,3542,Physical Education I,,5,1,0,0,0,0,1,1,"Physical education offers opportunities for the development of leadership, physical fitness, sportsmanship and the opportunity to learn to work, and to play together. It is more than aimless, frivolous play. Physical Education I covers a wide range of team sports, aerobics, health-related fitness activities, recreational activities, outdoor pursuits, individual and dual sports, and aquatics. In class, skills and rules are taught that may be used in leisure time activities. Athletic attire is required in P.E. You must wear a t-shirt and shorts. It is recommended that you buy a P.E. uniform. These may be purchased from the bookstore at a cost of $16.00. All students must complete the Physical Education requirement. Swimming is a required phase of Physical Education I and must be completed in order to receive credit for this course.  Students must provide their own swimsuits and towels for the swimming portion of the class. Girls must wear one-piece swimsuits. At least one of the two required semesters must be taken in person."
90,3544,Physical Education II,,5,1,0,0,0,0,1,1,"Physical education offers opportunities for the development of leadership, physical fitness, sportsmanship and the opportunity to learn to work, and to play together. It is more than aimless, frivolous play. Physical Education II covers a wide range of team sports, aerobics, health-related fitness activities, recreational activities, outdoor pursuits, individual and dual sports, and aquatics. In class, skills and rules are taught that may be used in leisure time activities. Athletic attire is required in P.E. You must wear a t-shirt and shorts. It is recommended that you buy a P.E. uniform. These may be purchased from the bookstore at a cost of $16.00. All students must complete the Physical Education requirement. Swimming is a required phase of Physical Education II and must be completed in order to receive credit for this course.  Students must provide their own swimsuits and towels for the swimming portion of the class. Girls must wear one-piece swimsuits. At least one of the two required semesters must be taken in person."
91,3544/ALT,Alternative PE II,,5,1,0,0,0,0,1,1,"Activities that would qualify include IHSAA-sanctioned athletics, IASP-sponsored cheerleading, WGI percussion and color guard programs, and ISSMA-based show choir and marching band programs. 1 in-person PE Credit must be earned either in the summer or during the school year in addition to this course. To earn this credit  students must also complete an academic portion through Edmentum during the semester in which they complete their sport/activity.  Click <a href='https://docs.google.com/document/d/18FUfKKqcWx7leBXFnoVQQ6iyXUdR9ybv/edit'>here</a> for more details.<br>Physical Education II focuses on instructional strategies through a planned, sequential, and comprehensive physical education curriculum which provides students with opportunities to actively participate in four of the following areas that were not included in Physical Education I. Students will be required to submit verification of team or activity placement that lasts the duration of the season in order to qualify for alternative PE credit. Enrollment in Edmentum Physical Education II and successful completion of the online content and assessments will be a requirement to earn the credit. "
92,3542/AC,Applied Physical Education I,,5,1,0,0,0,0,1,1,"Applied Physical Education is offered as determined by the case conference committee and in the least restrictive environment. Applied Physical Education offers opportunities for the development of physical literacy,  leadership, physical fitness, sportsmanship, and the opportunity to learn to work together. It is more than aimless, frivolous play. Applied Physical Education I covers a wide range of team sports, aerobics, health-related fitness activities, strength training, recreational activities, outdoor pursuits, individual and dual sports, and aquatics. In class, skills and rules are taught that may be used in leisure time activities. Athletic attire is required in P.E. You must wear a t-shirt and shorts. It is recommended that you buy a P.E. uniform. These may be purchased from the bookstore at a cost of $16.00. All students must complete the Physical Education requirement. Swimming is a required phase of Applied Physical Education I and must be completed in order to receive credit for this course.  Students must provide their own swimsuits and towels for the swimming portion of the class. Girls must wear one-piece swimsuits. "
93,3544/AC,Applied Physical Education II,,5,1,0,0,0,0,1,1,"Applied Physical Education is offered as determined by the case conference committee and in the least restrictive environment. Applied Physical Education offers opportunities for the development of physical literacy,  leadership, physical fitness, sportsmanship, and the opportunity to learn to work together. It is more than aimless, frivolous play. Applied Physical Education II covers a wide range of team sports, aerobics, health-related fitness activities, strength training, recreational activities, outdoor pursuits, individual and dual sports, and aquatics. In class, skills and rules are taught that may be used in leisure time activities. Athletic attire is required in P.E. You must wear a t-shirt and shorts. It is recommended that you buy a P.E. uniform. These may be purchased from the bookstore at a cost of $16.00. All students must complete the Physical Education requirement. Swimming is a required phase of Applied Physical Education II and must be completed in order to receive credit for this course.  Students must provide their own swimsuits and towels for the swimming portion of the class. Girls must wear one-piece swimsuits. "
94,3506,Health and Wellness,,5,1,0,0,0,0,1,1,"Course emphasis is on developing a wellness lifestyle in which students learn to appreciate and take responsibility for their own health and that of their future family. Students are provided an opportunity to develop decision-making skills and to learn to recognize both short and long term health consequences of their behaviors. They are given opportunities to practice their communication skills with their classmates and families and to develop skills in working with others in group project work. This course includes but is not limited to units in the following: nutrition, emotional health, stress reduction, substance abuse, growth and development, human sexuality, lifestyle-caused diseases, and communicable diseases."
95,3560/WT,Elective PE,Weight Training,5,1,0,0,0,0,8,1,"Do you have an interest in lifting weights?  This one-semester course is designed for the non-athlete who is interested in improving muscular strength and endurance with the help of a rigorous weight training program designed by the instructor.   Students will follow a set program of which most days will be weight lifting. Class also will focus on; cardiorespiratory endurance, agility, plyometric and speed training, flexibility and/or core strength and stability.  With the instructor's guidance, students will also have the opportunity to develop and implement their own weight training program based on the guidelines of professional organizations such as the American College of Sports Medicine and the National Strength and Conditioning Association."
96,3560A/B/C,Elective PE,Advanced Weight Training,5,1,0,0,0,0,8,1,"Do you want a BIG challenge physically?  This one-semester course is designed for student-athletes who are interested in increasing athletic development with the help of a rigorous weight training/agility program.  The course consists of calisthenics, weight training, flexibility, agility, and endurance training. Daily participation and dress are required. Students will follow a set program of weight lifting, cardiorespiratory endurance, plyometric and speed training, flexibility, and/or core strength and stability.  Student-athletes are recommended for this course by the physical education staff as it is a very rigorous curriculum that will challenge even the best athlete.  This course will also cover the basics of Exercise Science/Kinesiology including, but not limited to, anatomy, physiology, nutrition, program design, and research article discussions.  A maximum of 8 credits may be earned in all EPE courses combined.<br>Recommended course sign-up based on sport:<br><u>Advanced Weights A</u> - Cheer, Cross Country, Golf, Unified Sports, Girls Soccer, Tennis, Girls Volleyball, Girls Basketball, Gymnastics, Softball, Girls Track<br><u>Advanced Weights B</u> - Boys Soccer, Boys Basketball, Swimming and Diving, Baseball, Boys Volleyball<br><u>Advanced Weights C</u> - Football, Wrestling, Boys Track "
97,3560/BB,Elective PE,Basketball 101,5,1,0,0,0,0,8,1,"Students in this class will immerse themselves in the sport of basketball. Skills will be taught and refined. Strategies of the game will be implemented and analyzed. Students will participate physically in basketball activities on the court. In the classroom we will learn how to take stats and analyze that data by watching and studying college and NBA games. Students will learn the ins and outs of how to be a coach, a referee, a scorekeeper, and a statistician."
98,3560/CR,Elective PE,Co Ed Rec Games,5,1,0,0,0,0,8,1,"This coeducational course is designed for the student who wishes to be involved in daily physical activity beyond the freshman year. The emphasis is placed on lifetime leisure activities, including but not limited to: ultimate Frisbee, Flashball, wall ball, goof ball, mat ball and variation of sport activities."
99,3560/LA,Elective PE,Lifetime Activities,5,1,0,0,0,0,8,1,"Do you want to incorporate moving into your everyday life?  Elective Physical Education (Lifetime Activities) allows you to do just that.  This class is a one-semester course that is designed to improve fitness and activity levels. Students will participate in sports and activities that they can participate in for a lifetime. Students will perform walking exercises and learn how to stay in target heart rate zones. Students will also participate in sports they could do even at an older age. Some examples of this are badminton, tennis, pickleball, frisbee, corn hole, and volleyball. Students will also participate in lifelong activities like yoga, varieties of walking, strength training, resistance training, cardio, and routines similar to those at health clubs. The purpose of this course is to help the student gain fitness and exercise knowledge that will lead to lifelong habits.  Students will investigate topics such as establishing a training heart rate, balancing diet and exercise, choosing a fitness club, and creating a fitness workout."
100,3560/LG,Elective PE,Lifeguard Training,5,1,0,0,0,0,8,1,"Want to be a Lifeguard?  This one-semester course offers opportunities to learn lifeguard techniques, first aid training, and CPR. Students who pass all parts of the class will be certified by the American Red Cross with 80% or better scores. Students will be required to participate in daily activities in addition to completing written work and tests and performing on skills tests.  All Lifeguard candidates must successfully complete a pretest in the first week of class.  The pretest includes:  1. Swimming 6 laps freestyle or breaststroke nonstop.  2.  Treading water for 2 minutes with only legs (no arms).  3.  Swimming 20 yards to retrieve a 10 pound brick from 10 feet down in deep water and returning it to the starting point in 1 minute and 40 seconds.  In order to get certification, students must also exhibit model behavior."
101,3560/SW,Elective PE,Swimming and Water Games,5,1,0,0,0,0,8,1,"This physical education course focuses on students being physically active each day by completing different activities in the pool.  Activities include, but are not limited to:  swimming laps, treading water, diving, water polo, volleyball, water stations, water games, and water aerobics.  Students will develop skills and attitudes to promote lifelong fitness."
102,3560/TS,Elective PE,Team Sports,5,1,0,0,0,0,8,1,"Team Sports is a one-semester course that offers opportunities to participate in a variety of sports including: basketball, flag football, lacrosse, soccer, team handball, and volleyball. Students will be in a competitive environment with opportunities to learn different strategies for those lifetime activities and to develop citizenship, leadership, and social skills. A student can take this course only one time during their high school career. <a href='https://www.youtube.com/watch?v=eqCQksplwc8&feature=youtu.be'>Team Sports Video</a>"
103,0530/LG,Lifeguarding Internship,,13,1,0,0,0,0,6,1,Put your lifeguard certification into practice!  The student will utilize those skills learned in Lifeguarding as an actual lifeguard in FC's pool during swim classes. The student will also work with the instructor in the classroom assisting with CPR/ First Aid Training.  Get on the job experience right here at the high school!  Students will also complete a career exploration component that will be used to calculate the semester grade.
104,0530/APE,Applied PE Internship,,13,1,0,0,0,0,6,1,"The student should be interested in helping students with special needs during this class. The student will aid the teacher in day-to-day activities in the classroom. These activities include:  one-on-one assistance with students,  equipment set up and take down, and assisting with instruction when necessary. Students will be getting in the pool on Mondays to assist the students with special needs.  Students will also complete a career exploration component that will be used to calculate the semester grade."
105,2520,Algebra I,,6,2,0,0,0,1,1,1,"The focus of this course is the fundamental concepts of algebra. The course will begin with a review of the order of operations. First semester topics include solving equations and inequalities, solving word problems, and writing equations and graphing linear functions. Second semester topics include operations with polynomials, including factoring, systems of equations, operations with radical expressions, and quadratic functions."
106,2520/H,Algebra I Honors,,6,2,0,0,0,1,1,1,"The focus of this course will be the same as the Algebra 1 class but at a much more rigorous level.  The differences in the honors class are: rigorous and challenging course, new lesson every day, quiz or test every week, <b>NO test/quiz retakes</b>, NO late homework accepted, <b>no reference sheets on exams</b>, and must have a good work ethic and feel comfortable asking questions."
107,2532,Geometry,,6,2,0,0,0,1,1,1,"This course acquaints the student with lines, planes, triangles, circles, squares, rectangles, parallelograms, trapezoids, rhombi, and other polygons. Two column proofs are studied. The computation of areas and volumes is also covered along with a basic introduction to trigonometry."
108,2532/H,Geometry Honors,,6,2,0,0,0,1,1,1,"This course includes all the concepts taught in Geometry; however, it focuses heavily on proofs and application problems, especially when discussing triangles and trigonometry.  Material is covered at a faster pace and <b>no manipulatives</b>, such as formula sheets, foldables, etc. are used on exams.  All definitions, postulates, theorems, and formulas must be committed to memory. This course is intended to prepare students for the AP math courses offered in the curriculum.  As a result of this, <b>exam retakes</b> and <b>reference sheets on the exams will not be provided.</b>"
109,2522,Algebra II,,6,2,0,0,0,1,1,1,"This course continues the student's study of advanced algebraic concepts including functions, imaginary and complex numbers, polynomials, quadratics, rational expressions, systems of functions and inequalities, logarithms, conic sections, and matrices.  Students will be expected to describe and translate among graphic, algebraic, and numeric representations of relations and use those representations to solve problems.<br>Emphasis will be placed on practical applications and modeling.  Appropriate technology, from manipulatives to calculators will be used regularly for instruction and assessment. "
110,2522/H,Algebra II Honors,,6,2,0,0,0,1,1,1,"This course continues the student's study of advanced algebraic concepts including functions, imaginary and complex numbers, polynomials, quadratics, rational expressions, systems of functions and inequalities, logarithms, conic sections, and matrices.  Students will be expected to describe and translate among graphic, algebraic, and numeric representations of relations and use those representations to solve problems.<br>Emphasis will be placed on practical applications and modeling.  Appropriate technology, from manipulatives to calculators will be used regularly for instruction and assessment.  Honors Algebra II is intended to be more challenging than regular Algebra II and provide multiple opportunities for students to take greater responsibility for their learning, preparing students for AP math courses.  This course should be distinguished by a difference in the quality of the work expected rather than merely by the quantity of the work required. In an effort to prepare students for the AP courses, <b>no test retakes or reference sheets will be provided in this course.</b>"
111,2544/CCPC,Dual Credit Pre-Calculus,,6,2,0,1,1,1,1,1,"<b>Must earn at least a C in the class both semesters to receive 6 credit hours of college credit. </b><br>First semester reviews the skills learned in Algebra 2 and then transitions to analysis of graphs of functions, quadratic functions, polynomial functions of higher degree, rational, power, and root functions, and inverse, exponential, and logarithmic functions.<br>The second semester is the study of trigonometry. Trigonometry is the study of triangles. Topics discussed are solving right triangles and their word problems, graphs of the six trig functions and their inverses, solving oblique triangles, using the trigonometric identities, solving trigonometric equations and the unit circle.  <b>No test retakes or reference sheets will be provided in this course.  A graphing calculator is required for the course</b> and the <b>TI-84</b> edition is recommended."
112,2563,AP Pre-Calculus,,6,2,1,0,0,1,1,1,This course will prepare students for the College Board's Advanced Placement exam for Pre-Calculus. Students signing up for this class are required to take the AP exam in May.  <b>No test retakes or reference sheets will be provided in this course.  Graphing calculator is required for the course</b> and the <b>TI-84</b> edition is recommended.
113,2546,Probability: Statistics,Probability and Statistics,6,1,0,0,0,1,1,1,"Probability and Statistics includes the concepts and skills needed to apply statistical techniques in the decision-making process in your everyday life.   Probability and Statistics are made up of three strands: Data Analysis; Experimental Design; and Probability. Practical examples based on real experimental data are used throughout. Students plan and conduct experiments or surveys and analyze the resulting data. The use of graphing technology and computer programs is encouraged.  This class will be a one semester visit into the world of a combination of probability, statistics, and even a touch of quantitative reasoning.  It will be very project based and should give the student a real world sense of where much of the data you read in the newspaper comes from.  This course would be an excellent choice for a senior who needs another semester of math and is college bound but uncertain of their major."
114,2530/CC,Dual Credit Finite Math,,6,2,0,1,1,1,1,1,"<b>Must earn at least a C in the class to receive 3 credit hours of college credit.</b><br>This course studies several theories of mathematics, including matrix theory and determinants, graph theory and color mapping, game theory, election theory, estate division, linear programming and a basic introduction to probability theory.  Finite Mathematics takes these theories and techniques and applies them to our society.  It looks at how businesses make decisions,  social choice, how elections are operated, how mathematics is applied to competition, and how to organize data.  Finite Mathematics is structured for those students interested in majoring in the areas of  <b>Business, Accounting, Social Sciences, or Liberal Arts,</b> to name a few examples.  <b>No test retakes or reference sheets will be provided in this course.</b>"
115,2570,AP Statistics,,6,2,1,0,0,1,1,1,"<b>C or better in AP Precalculus or A in DC Precalculus is recommended</b><br>This course is an introduction to the major concepts and tools for collecting, analyzing, and drawing conclusions from data.  80% of all college programs require some form of Statistics coursework.  This class will prepare students by teaching them the basics of Statistics.  Topics that will be included are: methods of data collection, organization of data, and graphical techniques for exhibiting data together with measures of central tendency and variation. Basic laws of probability, sampling theory, hypothesis testing, and making inferences from samples will be included. Students signing up for this class are required to take the AP exam in May.  <b>No test retakes or reference sheets will be provided in this course.  Graphing calculator is required for the course</b> and the <b>TI-84</b> edition is recommended."
