id,c_id,course_name,class_name,dep_id,semesters,AP,DC,CC,NCAA,max_takes,public,description
126,4162/IP,Instrumental Ensemble,Intermediate Percussion,7,2,0,0,0,0,4,1,"This is a beginner-level, performance-based class for percussion students. Students can expect to learn the fundamentals of musicianship and develop good ensemble playing techniques. After-school commitments include band concerts, contests, and rehearsals leading up to these performances. Attendance at all rehearsals and performances is mandatory. All students must have the appropriate mallets and sticks, purchased at the expense of the student, as determined by the instructor. This course has a small, per semester fee paid to the band boosters to offset expenses incurred during the class."
127,4162/AP,Instrumental Ensemble,Advanced Percussion,7,2,0,0,0,0,4,1,"This is an advanced-level, performance-based class for percussion students. Students can expect to learn the fundamentals of musicianship and develop good ensemble playing techniques. After-school commitments include band concerts, contests, and rehearsals leading up to these performances. Attendance at all rehearsals and performances is mandatory. All students must have the appropriate mallets and sticks, purchased at the expense of the student, as determined by the instructor. This course has a small, per semester fee paid to the band boosters to offset expenses incurred during the class."
128,4164/AJ,Jazz Ensemble,Jazz II,7,2,0,0,0,0,4,1,"This is an advanced-level, performance-based class for percussion students. Students can expect to learn the fundamentals of musicianship and develop good ensemble playing techniques. After-school commitments include band concerts, contests, and rehearsals leading up to these performances. Attendance at all rehearsals and performances is mandatory. All students must have the appropriate mallets and sticks, purchased at the expense of the student, as determined by the instructor. This course has a small, per semester fee paid to the band boosters to offset expenses incurred during the class."
129,4164/IJ,Jazz Ensemble,Jazz I,7,2,0,0,0,0,4,1,"This is an advanced-level, performance-based ensemble for students in the high school band program. Students can expect to learn the fundamentals of jazz music and develop advanced ensemble playing techniques. Students will play a variety of jazz styles including rock, Latin, and swing music. After-school commitments include band concerts, contests, and other miscellaneous performance opportunities. Attendance at all practices and performances is mandatory. Students must be enrolled in another band class to enroll in this course. Exceptions to this, such as students who play guitar, bass guitar, drum set, or piano, may be granted at the discretion of the instructor. Instrumentation is limited to traditional big band instrumentation: saxophone, trumpet, trombone, guitar, bass guitar, percussion, and piano. Exceptions to this instrumentation policy are at the sole discretion of the director. This course has a small, per semester fee paid to the band boosters to offset expenses incurred during the class."
130,4142/DC,Dance Choreography,Color Guard Class,7,1,0,0,0,0,8,1,"Dance Choreography focuses on the development of the specific skills related to the color guard activity. Course content will include music terminology, melodic content and contrast, music listening, performance techniques, choreography, costuming and makeup, understanding the correlation between meter and tempo of music as it relates to choreography, and safety practices (warm up and cool down). Students enrolled in this course are required to be a part of the marching band. Tryouts and registration for the marching band / Color Guard occurs in the spring of the previous school year."
131,4182/DE,Beginning Chorus,Descant,7,2,0,0,0,0,4,1,"Descants is an entry-level vocal course for treble voices designed to improve vocal technique and music literacy.  Students will sing music in two or more parts from various styles and cultures.  Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
132,4182/VM,Beginning Chorus,Vocal Majority,7,2,0,0,0,0,4,1,"Vocal Majority is an entry-level vocal course for tenor/bass voices designed to improve vocal technique and music literacy.   Students will sing music in two or more parts from various styles and cultures. Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
133,4182/FL,Beginning Chorus,Flight,7,2,0,0,0,0,4,1,"Flight is an entry-level concert and competitive show choir course for treble voices designed to improve vocal technique and music literacy.  Placement in this ensemble is based upon a vocal and choreography audition.  This course is co-curricular and functions as both a concert and extracurricular competitive show choir.  This course will require students to pay for an extracurricular show choir.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in two or more parts from various styles and cultures.  Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
134,4186/EN,Intermediate Chorus,Encores,7,2,0,0,0,0,4,1,"Encores is an intermediate-level concert and competitive show choir course for treble and tenor/bass voices designed to improve vocal technique and music literacy.  Placement in this ensemble is based upon a vocal and choreography audition.  This course is co-curricular and functions as a concert and extracurricular competitive show choir. Students will have after school rehearsals and will attend performances beyond the regular concert schedule.  This course will require students to pay for an extracurricular show choir.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing in four or more parts from various styles and cultures. Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
135,4186/HA,Intermediate Chorus,Harmonia,7,2,0,0,0,0,4,1,"Harmonia is an intermediate-level vocal course for treble voices designed to improve vocal technique and music literacy.  Students will sing music in three or more parts from various styles and cultures. Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
136,4188/AM,Advanced Chorus,Ambassadors,7,2,0,0,0,0,4,1,"Ambassadors is an advanced-level vocal course for tenor/bass voices designed to improve vocal technique and music literacy.  Placement in this ensemble is based upon a vocal audition.  This course will require students to pay for an extracurricular choir.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in three or more parts from various styles and cultures.  Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
137,4188/HV,Advanced Chorus,High Voltage,7,2,0,0,0,0,4,1,"High Voltage is an advanced-level ensemble of treble voices who work on a wide range of vocal styles from classical concert literature to popular and show choir music.  Placement in this ensemble is based upon a vocal and choreography audition.  This course is co-curricular and functions as both a concert and extracurricular competitive show choir. This group typically rehearses Tuesdays and Thursdays after school for three hours, and attends day-long competitions on most Saturdays January through March.  This course will require students to pay for an extracurricular show choir.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in three or more parts from various styles and cultures.  Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
138,4188/FC,Advanced Chorus,FC Singers,7,2,0,0,0,0,4,1,"FC Singers is an advanced-level ensemble of treble and tenor/bass voices who perform a wide range of vocal styles from classical concert literature to popular and show choir music.  Placement in this ensemble is based upon a vocal and choreography audition.  This course is co-curricular and functions as both a concert and extracurricular competitive show choir.  This group typically rehearses Tuesdays and Thursdays after school for three hours, and attends day-long competitions on most Saturdays from January through March.  This course will require students to pay for an extracurricular show choir.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in four or more parts from various styles and cultures. Academic course content, attendance at school performances and ISSMA contests, and rehearsals are mandatory."
139,4188/AC,Advanced Chorus,Accents,7,2,0,0,0,0,4,1,Accents is an advanced-level ensemble of treble singers who work on a wide range of vocal styles from Renaissance madrigals and motets to modern pop and vocal jazz.  Placement in this ensemble is based upon a vocal audition.  This course will require students to pay for extracurricular choir such as travel to out of state competitions.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in four or more parts from various styles and cultures. Academic course content and attendance at school performances/rehearsals are mandatory.
140,4188/CH,Advanced Chorus,Chamber Choir,7,2,0,0,0,0,4,1,Chamber Choir is a highly select group of treble and tenor/bass singers who work on a wide range of vocal styles from Renaissance madrigals and motets to modern pop and vocal jazz.  Placement in this ensemble is based upon a vocal audition.  This course will require students to pay for extracurricular choir such as travel to out of state competitions.  There are several fundraising and financial aid opportunities to assist in payment.  Students will sing music in four or more parts from various styles and cultures.  Academic course content and attendance at school performances and rehearsals are mandatory.
141,4166/CA,Beginning Orchestra,Cadet,7,2,0,0,0,0,4,1,"This orchestra will be rooted in the fundamentals and technique of performing in a music ensemble. Students will also begin to develop skills and artistry in musical expression. Membership is primarily composed of freshmen recommended by the orchestra director. In addition to developing technique, this course will focus on group III and IV repertoire as defined by the <u>I</u>ndiana <u>S</u>tate <u>S</u>chool <u>M</u>usic <u>A</u>ssociation (ISSMA). Fundamentals of music theory will complement the performance material. All Cadet Orchestra students will be strongly urged but not required to participate in the ISSMA Solo and Ensemble contest. This course has a small, per semester fee paid to the orchestra boosters to offset expenses incurred during the class."
142,4166/AC,Beginning Orchestra,Academy,7,2,0,0,0,0,4,1,"This orchestra will be rooted in the fundamentals and technique of performing in a music ensemble. Students will also begin to develop skills and artistry in musical expression. Membership is primarily composed of musicians 10th grade and above recommended by the orchestra director. In addition to developing technique, this course will focus on group III repertoire as defined by the Indiana State School Music Association (ISSMA). Fundamentals of music theory will complement the performance material. All Academy Orchestra students will be strongly urged but not required to participate in the ISSMA Solo and Ensemble contest. This course has a small, per semester fee paid to the orchestra boosters to offset expenses incurred during the class."
143,4172,Intermediate Orchestra,Symphony,7,2,0,0,0,0,4,1,"This intermediate-level orchestra will be rooted in the fundamentals and technique of performing in a music ensemble.  Students will also begin to develop skills and artistry in musical expression.  Membership is primarily composed of freshmen and some sophomores recommended by the orchestra director.  In addition to developing technique, this course will focus on group II and III repertoire as defined by the Indiana State School Music Association (ISSMA).  Fundamentals of music theory will complement the performance material.  All Symphony Orchestra students will be strongly urged but not required to participate in the ISSMA Solo and Ensemble contest. This course has a small, per semester fee paid to the orchestra boosters to offset expenses incurred during the class."
144,4174,Advanced Orchestra,Camerata,7,2,0,0,0,0,4,1,"This advanced-level orchestra is composed of the most experienced members of the orchestra program.  Membership is comprised of students recommended by the orchestra director. Students in Camerata Orchestra will study and perform top-level repertoire for string orchestra from all musical time periods. In the winter semester, students will rehearse and perform with select wind and percussion players as a Philharmonic Orchestra for ISSMA State Qualifiers. Placement in this ensemble includes 1-2 after-school rehearsals per week during winter semester. Camerata may also perform as a separate string orchestra for Large Group Contest, pending adequate progress. This performance-driven course is rooted in the development of musical expression. Curriculum enrichments, such as TED talks, recordings and videos of musical performances, texts, and literature highlighting performance practices are used to engage this course. Camerata Orchestra students are strongly urged to study privately with professional musicians. Participation in ISSMA Solo and Ensemble is highly recommended. This course has a small, per semester fee paid to the orchestra boosters to offset expenses incurred during the class."
145,4162/AS,Instrumental Ensemble,Alternative String Orchestra,7,2,0,0,0,0,4,1,"This group will explore performing styles outside traditional Classical music, including but not limited to: Electrified Strings (Blitz!), Jazz/Pops Orchestra, American/Irish/Scottish Fiddle, Mariachi, and Theater Pit Orchestra. Students will also explore improvised solos over chord changes. Jazz string orchestra arrangements will be performed at ISSMA Jazz Contest during Winter Quarter.  Pending availability, students in this course will occasionally collaborate with members of the Jazz Bands on pops orchestra and/or theater pit orchestra performances. Placement in this ensemble includes after-school rehearsals as needed for performances, including extensive rehearsals approaching staged theater productions, as well as multiple evening/weekend performances. This course has a small, per semester fee paid to the orchestra boosters to offset expenses incurred during the class."
146,4242,Theatre Arts,,7,1,0,0,0,0,1,1,"Theatre Arts is a one-semester survey class in which students will primarily develop acting skills.  Students will develop acting skills through pantomime, monologues, partner scenes, reading scripts, and learning how to analyze plays and identity characteristics.  In addition to acting, students will explore scenic design and short script creation."
147,4244,Technical Theatre I,,7,1,0,0,0,0,2,1,"Technical Theatre will actively engage students in the process of designing, building, managing, and implementing the aspects of a production. Students will explore stage technology and make informed judgments about technical production choices.  Students will develop scenic designs, lighting, costuming, make-up, sound, and stage and house management. Students will understand the ways technical theater incorporates all the arts and other disciplines through construction, business, project management, design, and advertising. Students explore career opportunities in theatre and attend and critique theatrical productions."
148,4252,Advanced Technical Theatre,,7,2,0,0,0,0,1,1,"Advanced Technical Theatre will actively lead students in the process of design, building, managing, programming, drafting, and implementing the technical aspects of a production. Students will create original designs and plans for scenic design, lighting, costuming, make-up, sound, and stage and house management. Further, students will assess stage technology and its impact on the theatre and their designs and implementation of technical elements of the production. Students will investigate careers in technical theatre and attend and critique theatrical productions."
149,4248,Theatre Production I,,7,2,0,0,0,0,1,1,"Do you enjoy acting or doing behind the scenes technical work? What about putting those skills into competition? If so, Production is for you!<br>Theatre Production is a year-long class in which students will take on responsibilities associated with rehearsing and presenting a fully mounted theatre production. They will read and analyze plays in preparation for productions. Students will conceive a design for a production including set, lighting, sound, costumes, make-up, house management, and advertising. Students will investigate a theatre arts career and attend and critique theatrical productions. Students will rehearse and perform roles in a production, direct or serve as assistant director for a production and focus on the responsibilities associated with presenting a full scale theatre production. Students will employ a careful process of script analysis to create a character, and fully engage in the collaborative process of making theatre. Lastly, students will put all of these skills to the test by <b>competing in regional and state thespian competitions</b>. Whether you compete on stage or off- after school time is required as well as fees and travel expenses for competitions. Theatre Production is a great place to get a feel for what real, professional theatre is like."
150,4250,Advanced Acting,,7,1,0,0,0,0,1,1,"Students enrolled in Advanced Acting will research, create, and perform characters through script analysis, observation, collaboration and rehearsal. These activities will incorporate elements of theatre history, culture, analysis, response, creative process and integrated studies. "
151,0518,Musical Theatre,,7,1,0,0,0,0,1,1,"This class trains the integration of dance and voice techniques as required by the Musical Theatre and Show Choir performance genres. Students will be taught to sing and dance at the same time while still performing efficiently, expressively, and effectively.. This class is taught by a theatre teacher with an additional dance instructor. Repertoire will be chosen from the Broadway canon to train students to become singing-actors. The semester will conclude with a public cabaret performance to showcase student growth. <br>NOTE: there is a required performance element to this class which must be completed in order to pass"
152,4254/DR,Special Topics/Directing,,7,1,0,0,0,0,1,1,"An introductory course in directing for the stage. Topics include the role and function of the director in the contemporary theater; the basic tools of proscenium blocking and staging, such as composition, picturization, movement, and gesture; structural script analysis; and basic actor coaching techniques."
153,4254/GV,Special Topics/Group Voice,,7,1,0,0,0,0,1,1,An exploration of the physiology and acoustics of the human singing voice in a group setting. Vocal techniques are taught to establish a healthy foundation for solo performance that enhances efficiency and longevity of the vocal mechanism. Repertoire will be chosen from the Broadway canon to train students to become singing-actors. The semester will conclude with a public cabaret performance to showcase student growth. <br>NOTE: There is a required performance element to this class which must be completed in order to pass.
154,4252/PL,Special Topics/Playwriting,,7,1,0,0,0,0,1,1,"The aim of this course is for each student to write various short scripts to the best of their ability as well as one final One Act play. It is open to students both with a theater background and those without. This course will involve a number of preliminary exercises, the preparation of a scenario, the development of the material through individual conferences, and finally the reading and discussion of the student's work in seminar sessions."
155,4260/TACC,Advanced Fine Arts,Theatre Appreciation,7,1,0,1,1,0,1,1,"The purpose of Theatre Appreciation is to develop understanding, appreciation and critical perceptions of the theatrical event.  The course will approach theatre as an art form, an entertainment medium and as a vehicle for self-expression.  Emphasis will be placed on the history of theatre, acting, directing, playwriting, theatre technology, costume design, scenic design, and lighting design.  Active participation in the playwriting, acting, directing and designing processes will be provided.  The course will also require attendance at theatrical events to offer firsthand experience of theatre arts."
156,4208,Music Theory and Composition,,7,1,0,0,0,0,1,1,"Introduction to Music Theory and Composition is an elective course for members of performing arts ensembles and other students who want to understand music construction and function.  Music theory distills and analyzes the fundamental elements of music:  melody, harmony, harmonic function, rhythm, form, and texture.  In addition to the written aspects of music, aural skills or the ability to identify musical patterns by ear, are integral to the course.  Students will have to dictate played music and sing music at sight using solfege syllables.  Students who wish to continue on to AP Music Theory and are not currently enrolled in an advanced performing ensemble at Franklin Central should consider this course."
157,4210,AP Music Theory and Composition,,7,2,1,0,0,0,1,1,"Music Theory is the study of the structure of constructed music. Music theorists look for patterns and structures in composers' works across or within genres, styles, or historical periods. Music theory distills and analyzes the fundamental parameters or elements of music:  melody, harmony, harmonic function, rhythm, form, and texture.  In addition to the written aspects of music, aural skills or the ability to identify musical patterns by ear, as opposed to by the reading of notation are integral to the course. Students will dictate played music and read music at sight. It is recommended, although not required, that students have completed at least one year of a Franklin Central advanced ensemble (Symphony Orchestra, Wind Ensemble, FC Singers, High Voltage, Accents or Chamber Choir) before enrolling in AP Music Theory. Students will take the AP Music Theory exam in May."
158,4260/MHCC,Advanced Fine Arts,Dual Credit Music Appreciation,7,1,0,1,1,0,1,1,"Music History and Appreciation is a study of music from early civilizations to the twenty-first century. The course will focus on musical periods of history and the composers and music therein. Students should come prepared for a history course requiring reading and studying. Previous musical experience is helpful, but not required. Students can expect the following academic standards to be addressed: singing alone and with others, reading and notating music, evaluating and describing music, understanding the relationship between music and the other arts, and understanding music in relation to history and culture. Written assignments and presentations in front of the class are required. Through the study of music history, students will gain an appreciation of varied styles and genres of music and develop an educated musical ear."
159,3024,Biology,,8,2,0,0,0,1,1,1,"Biology is an introductory course designed to study living organisms and their physical environment. Students should apply scientific methods of inquiry and research in examining the following areas: biochemistry, cell structure, function and reproduction, cell energy, molecular basis of genetics, natural selection and diversity, and ecology. This course is required for graduation."
160,3024/H,Biology Honors,,8,2,0,0,0,1,1,1,"Honors Biology is designed for students who have excellent reading, comprehension, and study skills. The pace in the course is rapid, and critical thinking is stressed. Biology is a laboratory/project-based course designed to study living organisms and their physical environment.  Students should apply scientific methods of inquiry and research in examining the following topics: biochemistry, cell structure and function, cell energy, molecular basis of genetics, natural selection and diversity, and ecology. This course is required for graduation."
161,3108,Integrated Chemistry/Physics,,8,2,0,0,0,1,1,1,"Integrated Chemistry and Physics (ICP) is an engaging course that explores key principles of both Chemistry and Physics through hands-on and conceptual learning. The class moves at a steady pace and encourages students to think critically, problem-solve, and make real-world connections. With consistent effort and curiosity, all students can find success and even excel in this course."
162,3064,Chemistry,,8,2,0,0,0,1,1,1,"Chemistry I is designed primarily for the college bound student.  It is a mathematics and laboratory based science class that covers topics such as atomic structure, chemical reactions, stoichiometry, solutions, gas laws, and acids and bases.  Proficiency in Algebra I skills is required and more advanced mathematics is strongly recommended."
163,3064/EC,Chemistry Early College,,8,2,0,0,0,1,1,1,"Early College Chemistry is a laboratory-based science course designed for Early College Cohort students.  Students will explore the principles that explain how matter behaves and changes. The course covers key topics such as atomic structure, chemical reactions, stoichiometry, solutions, gas laws, and acids and bases. Students will develop their problem-solving and critical-thinking skills through hands-on experiments and inquiry-based learning.  Proficiency in Algebra I skills is required and more advanced mathematics is strongly recommended."
164,3064/H,Chemistry Honors,,8,2,0,0,0,1,1,1,"Honors Chemistry I is designed primarily for the self-motivated student with strong reading comprehension, critical thinking, and study skills.  It is a rapid-paced mathematics and laboratory based science class that utilizes inquiry to cover topics such as atomic structure, chemical reactions, stoichiometry, solutions, gas laws, and acids and bases.  Proficiency in Algebra I skills is required and more advanced mathematics is strongly recommended."
165,3084,Physics,,8,2,0,0,0,1,1,1,"Physics is the search for the fundamental laws that govern the behavior of objects in the universe. It's about the nature of basic things such as motion, forces, energy, matter, electricity, magnetism, and the composition of atoms. The emphasis will be on developing a conceptual understanding of these laws and phenomena. The course will give the students a deeper appreciation for the beauty of the natural world as revealed by modern science."
166,3090/CCP1,Advanced Science,Dual Credit AP Physics I,8,2,1,1,1,1,1,1,"This course is the equivalent of a first-semester college course in algebra-based physics.  The course covers Newtonian mechanics, work, energy, power, and mechanical waves and sound.  It also includes heat and thermodynamic principles and fluid dynamics for the Ivy Tech Physics 101 credit.  Through inquiry-based learning, students will develop scientific critical thinking and reasoning skills.  Students signing up for this class are required to take the AP exam in May. "
167,3044,Earth Science,,8,2,0,0,0,1,1,1,"This course is designed to help students explore the world and universe around them.  Students will master a wide variety of Earth Science topics including meteorology (atmosphere, weather, storms), geology (minerals, rocks, plate tectonics, volcanoes, and earthquakes), astronomy (sun/Earth/moon, planets, stars and galaxies). Students analyze and describe Earth's interconnected systems and examine how Earth's materials, landforms, and continents are modified throughout time. Labs and hands-on activities will help students relate science to everyday life."
168,5276,Anatomy and Physiology,,8,2,0,0,0,1,1,1,"Students will investigate and apply concepts associated with human anatomy and physiology. Concepts covered include the process of homeostasis and the essentials of human function at the level of genes, cells, tissues, and organ systems. Students will understand the structure, organization, and function of the various components of the healthy human body in order to apply this knowledge in all health-related fields. Animal dissection is included as part of the laboratory component of the course."
169,3026,Biology II,Zoology,8,2,0,0,0,1,1,1,"This course will explore the structure, function, diversity and evolution of the ten major phyla of the animal kingdom. Students will be expected to participate in the dissection of organisms from each phyla.  The primary focus will be a systematic study of the animal phyla to provide students with an understanding of the interaction between structure and function and an understanding of the evolutionary advancements exhibited by each phylum. The course will be a mixture of lectures, dissections, and labs. Class activities and laboratories will include different animal <b><u>dissections</u></b>, animal and human diseases, ecology and biodiversity studies, and physiological studies of animals. This course would be great for sophomores, juniors, or seniors who enjoyed biology, are considering vet or medical school, or are looking for a fun, interactive science class! "
170,3092/FS,Advanced Science,Forensic Science,8,2,0,0,0,1,1,1,"Forensic Science is an application of science (chemistry, physics, and biology) to the criminal and civil laws that are enforced by police agencies in a criminal justice system.  This course will focus on the application of science in the analysis of evidence collected at crime scenes as well as during autopsies.  Topics covered in this course are: history of forensic science, crime scene drawing and investigation, evidence collection and analyzing, fingerprinting, blood and blood spatter analysis, forensic toxicology, and hair and fiber analysis in both a laboratory setting and in case studies.  Sensitivity warning:  Students will be exposed to and research true crime (both historic and current) which includes many sensitive and trigger warning topics"
171,3008,Science Research,,8,2,0,0,0,1,1,1,"In the first semester of Science Research, students will practice and learn various lab techniques while designing their own research project and writing their own research paper. Types of lab techniques that will be used in the course include gel electrophoresis, the use of microscopes, aseptic technique, the use of statistical analysis, chromatography, and more. The research projects are picked and designed from the ground up by the students. By the end of the first semester, students should have written a background research paper and have a fully designed experiment.<br>In the second semester, students will follow the plan they designed for their research project and conduct their experiments. They will record their findings and create a presentation for the regional science fair in which they will compete. Depending on student performance, some students will be able to compete in higher level science fairs. After the science fairs, students will review their feedback from the judges and modify their experimental design."
172,3092,Advanced Science,Bioethics and the Biology of Happiness,8,2,0,0,0,1,1,1,"The first semester covers the biology of happiness. This portion of the course studies the physiological underpinnings of the psychological experience of happiness. The course is split into theory and practice. In regard to theory, students learn how the body is built and operates, from the ground up. Students learn how what people eat becomes incorporated into human bodies, how the body is built and operates, and how the nervous and endocrine systems work together to create thought and emotion. Students learn how humans get to the point of thinking and feeling. <br>The other main component to the study of happiness is practice. After learning about the physiology of happiness, students put what they know into action.  Students use evidence-based practices that promote happiness. Students take action to promote their own happiness. The course culminates in a student-designed and conducted project that promotes happiness.<br>The second semester covers bioethics.  In this portion of the course, students take part in inquiry through in-depth extended literature reviews and analysis of biological concepts and their implications in numerous ethical scenarios. Students learn relevant biological principles as well as traditional philosophical schools of thought in order to discern bioethical principles. This portion of the  course integrates concepts from anatomy/physiology, botany, ecology, biochemistry, and other disciplines in order to garner a greater understanding of the intersection of biology and ethics. This portion of the course also culminates in a student-designed action project focused on a selected bioethical issue. "
173,3090/CCPA,Advanced Science,Dual Credit Plant/Animal Biology,8,2,0,1,1,1,1,1,"This course introduces the study of plants and animals and how they interact within ecosystems. Students will learn how scientists identify and classify living organisms, examine key structures and functions, and explore how plants and animals depend on one another and their environments to survive.<br>Hands-on lab activities and dissection are a major part of this course. <br>Emphasis is placed on the importance of these relationships to the environment and to human life. By the end of the course, students will have a solid understanding of biological diversity and the connections that sustain life on Earth."
174,3012,AP Environmental Science,,8,2,1,0,0,1,1,1,"AP Environmental Science is a rigorous and fast-paced course covering aspects of national and global environmental systems, including ecosystems, population dynamics, resource management, and environmental consequences of natural and anthropogenic processes. The course is a good fit for all students interested in science and highly recommended for students considering a career related to Earth or Environmental Science. Laboratory and field experiences are required components of the course. Computer, Internet, math, and reading skills are necessary. Students signing up for this class are required to take the AP exam in May."
175,3090/CCBI,Advanced Science,Dual Credit AP Biology,8,2,1,1,0,1,1,1,"This is a rigorous and fast paced course intended for students pursuing advanced credit in the life sciences. It is intended to prepare students for the College Board's Advanced Placement exam, as well as eight mandatory labs that will be completed during the course.  Summer work may be assigned prior to the beginning of school in August. Students signing up for this class are required to take the AP exam in May and must meet Vincennes University prerequisites in order to earn Dual Credit."
176,3090/CCCH,Advanced Science,Dual Credit Chemistry,8,2,1,1,0,1,1,1,"This is an advanced placement course designed to prepare the student for the AP Chemistry exam. This course covers the equivalent of one full year of college level general chemistry, comparable to a first year course at a college or university. This course is a rigorous math-based course, with a strong laboratory component. It is intended for students who have demonstrated a willingness to commit considerable time to studying and completing assignments outside of class, and who have successfully completed Honors Chemistry I or Chemistry I, and Algebra II. This course includes more in-depth analysis of material covered in Chemistry I, as well as new topics:  kinetics, equilibrium, thermodynamics, electrochemistry, and nuclear chemistry.  Students signing up for this class are required to take the AP exam in May and must meet Ivy Tech prerequisites in order to earn Dual Credit.  The Knowledge Assessment from Ivy Tech for precalculus is a prerequisite for dual credit at Ivy Tech."
177,3090/CCP2,Advanced Science,Dual Credit AP Physics II,8,2,1,1,1,1,1,1,"This course is the equivalent of a second-semester college course in algebra-based physics. The course covers fluid mechanics, Thermodynamics, electricity and magnetism, optics, and atomic and nuclear physics. Through inquiry-based learning, students will develop scientific critical thinking and reasoning skills. Students signing up for this class are required to take the AP exam in May. "
178,1570,Geography and History of the World,,9,2,0,0,0,1,1,1,"This two-semester course will serve as the standard social studies requirement for freshmen. Students will use geographical skills and historical concepts to deepen their understanding of global themes. Students will use research tools to ask questions and acquire relevant information. They will use primary and secondary sources, produce maps, timelines, and other graphic representations to interpret geographic and historical problems and events. Key concepts include change over time, cultural landscape, diffusion, human-environment interactions, physical systems, and spatial organization and variation."
179,1570/EC,Geography and History of the World Early College,,9,2,0,0,0,1,1,1,"This course is a part of our Early College curriculum and is designed as a college preparatory course.  The time commitment, rigor, and levels of critical thinking will increase as the year progresses.  This will help to prepare the students for dual credit courses in the future.  The course will be taught in tandem with the Early College English 9 curriculum: some assignments will be cross-curricular.  Students will use geographical skills and historical concepts to deepen their understanding of global themes. Students will use research tools to ask questions and acquire relevant information. They will use primary and secondary sources, produce maps, timelines, and other graphic representations to interpret geographic and historical problems and events. Key concepts include change over time, cultural landscape, diffusion, human-environment interactions, physical systems, and spatial organization and variation."
180,1570/H,Geography and History of the World Honors,,9,2,0,0,0,1,1,1,"This two-semester course will serve as an introduction to Advanced Placement social studies courses for freshmen.  This course demands the academic excellence expected from an Advanced Placement course, including the development of advanced study skills and rigorous amounts of out of school work.  Students should be prepared to make a serious commitment of time and energy to make the most of the course.  In the class, students will use geographical skills and historical concepts to deepen their understanding of global themes.  Students will develop their non-fiction literacy skills by analyzing primary and secondary sources.  Students will also collaboratively use research tools to ask questions and acquire relevant information.  They will produce maps, timelines, and other graphic representations to interpret geographic and historical problems and events.  Key concepts include change over time, cultural landscape, diffusion, human-environment interactions, physical systems, and spatial organization and variation."
181,1612,AP World History,,9,2,1,0,0,1,1,1,"This course is designed to be the equivalent of a two-semester introductory college or university world history course. According to the College Board, AP World History Modern students 'investigate significant events, individuals, developments, and processes in historical periods from approximately 1200 CE to the present.' Students develop and use the same skills, practices, and methods employed by historians: analyzing primary and secondary sources; making historical comparisons; utilizing reasoning about contextualization, causation, and continuity and change over time; and developing historical arguments. In addition to utilizing the listed skills, students are required to write three long essays per quarter in preparation for their AP course exam. Students should anticipate 5-7 hours of homework per week consisting mostly of reading and notes.  Students are expected to come prepared to class sessions with all work completed. Students not willing to meet the work requirements are strongly discouraged from signing up for this course.  Students signing up for this class are required to take the AP exam in May to receive college credit."
182,1548,World History and Civilization,,9,2,0,0,0,1,1,1,"World History is a year-long course that begins with the Renaissance and ends with the fall of communism. Students will explore major historical events/perspectives, political systems of the world, changing geographic boundaries, the impact of colonialism, industrialization, and political revolutions/independence, cause/effects of wars, global dominance and globalization.  This course will provide students with an overview of the events and individuals who have shaped our world as we know it today.  Students will use a variety of methods that include primary/secondary sources, group/individual project-based learning activities, small group cooperative learning activities, research-based activities, guided learning that leads to independent learning, and Canvas activities. Students will be exposed to multiple perspectives, ideas and approaches. This course requires students to be actively engaged in discussions, projects and overall coursework. "
183,1542,United States History,,9,2,0,0,0,1,1,1,"United States History is a required two-semester course designed for all juniors. US History will expand upon concepts learned in prior American History courses and emphasize national development from the Civil War period through the twenty-first century. Students will learn through a variety of sources including primary sources and secondary sources, historical and contemporary sources, internet activities, music, film, and research. Students will study common themes throughout America's history, key events and people, various movements, and how all related to life in the United States and in Indiana.  The class will require students to read and develop note-taking skills.  The course is primarily structured to evaluate individual performance.  Occasional partner or group projects will be utilized in order to promote teamwork and communication skills."
